Name,URL,Company_Website,Confidence
"JumpLights, Inc.",https://mjbizcon2025.smallworldlabs.com/co/jumplights-inc,,0
KDG Glassware,https://mjbizcon2025.smallworldlabs.com/co/kdg-glassware,https://kdgglassware.com,75
KND Labs | MyCo,https://mjbizcon2025.smallworldlabs.com/co/knd-labs-myco,,0
Kaya Coir,https://mjbizcon2025.smallworldlabs.com/co/kaya-coir,https://kayacoir.com,100
KayaPush,https://mjbizcon2025.smallworldlabs.com/co/kayapush,https://kayapush.com,75
King Kone,https://mjbizcon2025.smallworldlabs.com/co/king-kone,https://kingkone.com,100
Kobra,https://mjbizcon2025.smallworldlabs.com/co/kobra,https://kobra.com,75
Koppert US,https://mjbizcon2025.smallworldlabs.com/co/koppert-us,https://koppertus.com,75
Kretek International,https://mjbizcon2025.smallworldlabs.com/co/kretek-international,,0
KurePro dba Maxcore,https://mjbizcon2025.smallworldlabs.com/co/kurepro-dba-maxcore,,0
Körber Technologies GmbH,https://mjbizcon2025.smallworldlabs.com/co/k-rber-technologies-gmbh,,0
LION AGRITECH PTE. LTD.,https://mjbizcon2025.smallworldlabs.com/co/lion-agritech-pte-ltd,,0
LOM Machine,https://mjbizcon2025.smallworldlabs.com/co/lom-machine,,0
LOOKAH,https://mjbizcon2025.smallworldlabs.com/co/lookah,https://lookah.com,75
Leaf List,https://mjbizcon2025.smallworldlabs.com/co/leaf-list,https://leaflist.com,100
LeafyPack,https://mjbizcon2025.smallworldlabs.com/co/leafypack,https://leafypack.com,75
Leana’s Art Design,https://mjbizcon2025.smallworldlabs.com/co/leana-s-art-design,,0
Ledestar Optoelectronic technology Co.ltd.,https://mjbizcon2025.smallworldlabs.com/co/ledestar-optoelectronic-technology-co-ltd,,0
Linde Gas & Equipment Inc.,https://mjbizcon2025.smallworldlabs.com/co/linde-gas-equipment-inc,,0
Link Pack,https://mjbizcon2025.smallworldlabs.com/co/link-pack,https://linkpack.com,100
Loud Spectrum,https://mjbizcon2025.smallworldlabs.com/co/loud-spectrum,https://loudspectrum.com,100
"Lowtemp Industries, LLC",https://mjbizcon2025.smallworldlabs.com/co/lowtemp-industries-llc,https://lowtempindustries.com,75
"LuvBuds, LLC",https://mjbizcon2025.smallworldlabs.com/co/luvbuds-llc,,0
MACH Technologies,https://mjbizcon2025.smallworldlabs.com/co/mach-technologies,https://machtechnologies.com,100
MACHINABIS,https://mjbizcon2025.smallworldlabs.com/co/machinabis,https://www.machinabis.com,75
MB Stainless,https://mjbizcon2025.smallworldlabs.com/co/mb-stainless,https://mbstainless.com,75
MITA USA,https://mjbizcon2025.smallworldlabs.com/co/mita-usa,https://mitausa.com,75
MIXTRON S.R.L.,https://mjbizcon2025.smallworldlabs.com/co/mixtron-s-r-l,,0
Marchesini Group USA,https://mjbizcon2025.smallworldlabs.com/co/marchesini-group-usa,,0
Master Products Spain,https://mjbizcon2025.smallworldlabs.com/co/master-products-spain,,0
Matrix Lighting,https://mjbizcon2025.smallworldlabs.com/co/matrix-lighting,https://matrixlighting.co,100
Mobius,https://mjbizcon2025.smallworldlabs.com/co/mobius,https://mobiusglobal.com,75
Momma Jane’s Cleaner,https://mjbizcon2025.smallworldlabs.com/co/momma-jane-s-cleaner,https://mommajanescleaner.com,100
Mother Murphy's Flavors,https://mjbizcon2025.smallworldlabs.com/co/mother-murphy-s-flavors,,0
"Mudanjiang Hengfeng Paper Co., Ltd",https://mjbizcon2025.smallworldlabs.com/co/mudanjiang-hengfeng-paper-co-ltd,,0
Multisorb Technologies,https://mjbizcon2025.smallworldlabs.com/co/multisorb-technologies,,0
My Bud Vase,https://mjbizcon2025.smallworldlabs.com/co/my-bud-vase,https://mybudvase.com,75
MylarMen,https://mjbizcon2025.smallworldlabs.com/co/mylarmen,https://mylarmen.com,75
NANOGRUPPE,https://mjbizcon2025.smallworldlabs.com/co/nanogruppe,,0
NEC Financial Services,https://mjbizcon2025.smallworldlabs.com/co/nec-financial-services,,0
"NEPA Carton and Carrier Company, Inc.",https://mjbizcon2025.smallworldlabs.com/co/nepa-carton-and-carrier-company-inc,,0
"NEW DREAM TECH CO.,LTD.",https://mjbizcon2025.smallworldlabs.com/co/new-dream-tech-co-ltd,,0
"NINGBO HONOR INTERNATIONAL TRADE CO., LTD",https://mjbizcon2025.smallworldlabs.com/co/ningbo-honor-international-trade-co-ltd,,0
NWTN HOME,https://mjbizcon2025.smallworldlabs.com/co/nwtn-home,https://nwtnhome.com,100
Nanolux Technology Inc.,https://mjbizcon2025.smallworldlabs.com/co/nanolux-technology-inc,,0
Next G3N Greenhouse,https://mjbizcon2025.smallworldlabs.com/co/next-g3n-greenhouse,https://nextg3ngreenhouse.com,100
"Ningbo Donglong Intelligent Technology Co., Ltd",https://mjbizcon2025.smallworldlabs.com/co/ningbo-donglong-intelligent-technology-co-l,,0
"Ningbo Woofun New Material Technology Co., Ltd.",https://mjbizcon2025.smallworldlabs.com/co/ningbo-woofun-new-material-technology-co-lt,,0
Nobelus,https://mjbizcon2025.smallworldlabs.com/co/nobelus,https://nobelus.com,75
Northwestern Extract Co.,https://mjbizcon2025.smallworldlabs.com/co/northwestern-extract-co,https://northwesternextract.com,100
Nova Aeroponics,https://mjbizcon2025.smallworldlabs.com/co/nova-aeroponics,https://novaaeroponics.com,100
NuCO2,https://mjbizcon2025.smallworldlabs.com/co/nuco2,https://www.nuco2.com,75
O2VAPE,https://mjbizcon2025.smallworldlabs.com/co/o2vape,https://o2vape.com,75
O:tsire,https://mjbizcon2025.smallworldlabs.com/co/o-tsire,https://otsire.com,70
"OHP, Inc.",https://mjbizcon2025.smallworldlabs.com/co/ohp-inc,,0
ONGROK LTD,https://mjbizcon2025.smallworldlabs.com/co/ongrok-ltd,https://ongrok.com,75
Octave,https://mjbizcon2025.smallworldlabs.com/co/octave,https://www.octave.com,75
Omega Equipment & Supply,https://mjbizcon2025.smallworldlabs.com/co/omega-equipment-supply,,0
Orange Photonics Inc.,https://mjbizcon2025.smallworldlabs.com/co/orange-photonics-inc,https://orangephotonics.com,80
Outlaw Technology,https://mjbizcon2025.smallworldlabs.com/co/outlaw-technology,https://outlawtechnology.net,100
P&M Printing Packaging Inc.,https://mjbizcon2025.smallworldlabs.com/co/p-m-printing-packaging-inc,,0
PCT Ebeam and Integration,https://mjbizcon2025.smallworldlabs.com/co/pct-ebeam-and-integration,https://pctebeamandintegration.com,100
PHILIPS RX® (F&S Tool Inc.),https://mjbizcon2025.smallworldlabs.com/co/philips-rx-f-s-tool-inc,,0
PLS,https://mjbizcon2025.smallworldlabs.com/co/pls,,0
PRO Scientific Inc.,https://mjbizcon2025.smallworldlabs.com/co/pro-scientific-inc,https://proscientific.com,75
PRO-MIX (Premier Tech Horticulture),https://mjbizcon2025.smallworldlabs.com/co/pro-mix-premier-tech-horticulture,,0
PURE5 Extraction,https://mjbizcon2025.smallworldlabs.com/co/pure5-extraction,https://pure5extraction.com,100
Pack Leader USA,https://mjbizcon2025.smallworldlabs.com/co/pack-leader-usa,https://packleaderusa.com,100
Papa Health Inc.,https://mjbizcon2025.smallworldlabs.com/co/papa-health-inc,https://papahealth.com,80
ParaFlow,https://mjbizcon2025.smallworldlabs.com/co/paraflow,https://paraflow.com,75
Paragon Payroll,https://mjbizcon2025.smallworldlabs.com/co/paragon-payroll,https://paragonpayroll.com,100
Pastime,https://mjbizcon2025.smallworldlabs.com/co/pastime,https://pastime.co,75
Patterson Fan Co.,https://mjbizcon2025.smallworldlabs.com/co/patterson-fan-co,https://pattersonfan.com,75
"PayNet Systems,LLC",https://mjbizcon2025.smallworldlabs.com/co/paynet-systems-llc,,0
Paybotic,https://mjbizcon2025.smallworldlabs.com/co/paybotic,https://paybotic.com,75
Phinest Cannabis,https://mjbizcon2025.smallworldlabs.com/co/phinest-cannabis,https://phinestcannabis.com,75
PhotonDancing B.V.,https://mjbizcon2025.smallworldlabs.com/co/photondancing-b-v,,0
Phylos Bioscience,https://mjbizcon2025.smallworldlabs.com/co/phylos-bioscience,https://phylosbioscience.com,100
Pipp Horticulture,https://mjbizcon2025.smallworldlabs.com/co/pipp-horticulture,https://pipphorticulture.com,100
Pipp Horticulture/GGS Structures,https://mjbizcon2025.smallworldlabs.com/co/pipp-horticulture-ggs-structures,,0
PodTronix,https://mjbizcon2025.smallworldlabs.com/co/podtronix,https://podtronix.com,75
Priva North America,https://mjbizcon2025.smallworldlabs.com/co/priva-north-america,,0
"ProO2, LLC",https://mjbizcon2025.smallworldlabs.com/co/proo2-llc,,0
Proteus420,https://mjbizcon2025.smallworldlabs.com/co/proteus420,https://proteus420.com,75
Puffco,https://mjbizcon2025.smallworldlabs.com/co/puffco,https://puff.co,75
Pulsar,https://mjbizcon2025.smallworldlabs.com/co/pulsar,https://pulsar.com,75
Purpl Scientific Inc.,https://mjbizcon2025.smallworldlabs.com/co/purpl-scientific-inc,https://purplscientific.com,80
Purple City Genetics,https://mjbizcon2025.smallworldlabs.com/co/purple-city-genetics,https://purplecitygenetics.com,100
Pyrite Trading Company LLC,https://mjbizcon2025.smallworldlabs.com/co/pyrite-trading-company-llc,https://pyritetrading.com,80
QUEST CLIMATE,https://mjbizcon2025.smallworldlabs.com/co/quest-climate,https://questclimate.com,100
"Qingdao Giant Packaging Co.,Ltd",https://mjbizcon2025.smallworldlabs.com/co/qingdao-giant-packaging-co-ltd,,0
Quality Horticulture,https://mjbizcon2025.smallworldlabs.com/co/quality-horticulture,,0
RELEAFY,https://mjbizcon2025.smallworldlabs.com/co/releafy,https://releafy.com,75
"RIOCOCO-Ceyhinz Link International, Inc.",https://mjbizcon2025.smallworldlabs.com/co/riococo-ceyhinz-link-international-inc,,0
Rad Source Technologies Inc.,https://mjbizcon2025.smallworldlabs.com/co/rad-source-technologies-inc,,0
Rank Really High,https://mjbizcon2025.smallworldlabs.com/co/rank-really-high,https://rankreallyhigh.com,100
Render Packaging,https://mjbizcon2025.smallworldlabs.com/co/render-packaging,https://renderpackaging.com,100
Rentokil,https://mjbizcon2025.smallworldlabs.com/co/rentokil,https://rentokil.com,75
"Rhythm Cultivation Solutions & Services, LLC",https://mjbizcon2025.smallworldlabs.com/co/rhythm-cultivation-solutions-services-llc,,0
Richmat US LLC,https://mjbizcon2025.smallworldlabs.com/co/richmat-us-llc,,0
Right Stuff Equipment,https://mjbizcon2025.smallworldlabs.com/co/right-stuff-equipment,https://rightstuffequipment.com,100
Rivulis Jain,https://mjbizcon2025.smallworldlabs.com/co/rivulis-jain,,0
RollPros,https://mjbizcon2025.smallworldlabs.com/co/rollpros,,0
Rolling Solutions USA,https://mjbizcon2025.smallworldlabs.com/co/rolling-solutions-usa,https://rollingsolutionsusa.com,100
Root Sciences,https://mjbizcon2025.smallworldlabs.com/co/root-sciences,https://rootsciences.com,100
Royal Gold,https://mjbizcon2025.smallworldlabs.com/co/royal-gold,https://royalgold.com,100
Royse Partners Limited,https://mjbizcon2025.smallworldlabs.com/co/royse-partners-limited,,0
SAGE,https://mjbizcon2025.smallworldlabs.com/co/sage,https://sage.com,75
SANlight GmbH,https://mjbizcon2025.smallworldlabs.com/co/sanlight-gmbh,,0
SASIB S.p.A.,https://mjbizcon2025.smallworldlabs.com/co/sasib-s-p-a,,0
Safety Storage Inc.,https://mjbizcon2025.smallworldlabs.com/co/safety-storage-inc,https://safetystorage.com,80
Safrax,https://mjbizcon2025.smallworldlabs.com/co/safrax,https://safrax.com,75
Sample Automation LLC,https://mjbizcon2025.smallworldlabs.com/co/sample-automation-llc,https://sampleautomation.com,80
Samson Extracts,https://mjbizcon2025.smallworldlabs.com/co/samson-extracts,https://samsonextracts.com,100
"Schaefer Technologies, Inc.",https://mjbizcon2025.smallworldlabs.com/co/schaefer-technologies-inc,https://schaefertechnologies.com,75
SciPhy Systems,https://mjbizcon2025.smallworldlabs.com/co/sciphy-systems,https://sciphysystems.com,100
Seapearl x LLT Waterproof Connectors,https://mjbizcon2025.smallworldlabs.com/co/seapearl-x-llt-waterproof-connectors,,0
SecuraBull,https://mjbizcon2025.smallworldlabs.com/co/securabull,https://securabull.com,75
Seedburo Equipment Co,https://mjbizcon2025.smallworldlabs.com/co/seedburo-equipment-co,,0
Sensorite Inc,https://mjbizcon2025.smallworldlabs.com/co/sensorite-inc,https://sensorite.com,75
"Shanghai Best China Industry Co., Ltd",https://mjbizcon2025.smallworldlabs.com/co/shanghai-best-china-industry-co-ltd,,0
"Shanghai Chengxiang Machinery Co.,Ltd",https://mjbizcon2025.smallworldlabs.com/co/shanghai-chengxiang-machinery-co-ltd,,0
"Shenzhen 3KM Optoelectronics Technology Co., Ltd.",https://mjbizcon2025.smallworldlabs.com/co/shenzhen-3km-optoelectronics-technology-co,,0
"Shenzhen Ace Lighting Co.,Ltd",https://mjbizcon2025.smallworldlabs.com/co/shenzhen-ace-lighting-co-ltd,,0
"Shenzhen Afancy Technology Co., Ltd.",https://mjbizcon2025.smallworldlabs.com/co/shenzhen-afancy-technology-co-ltd,,0
"Shenzhen Alphagreen Vape Co., Ltd.",https://mjbizcon2025.smallworldlabs.com/co/shenzhen-alphagreen-vape-co-ltd,,0
"Shenzhen Avictor Technology Co., Ltd",https://mjbizcon2025.smallworldlabs.com/co/shenzhen-avictor-technology-co-ltd,,0
"Shenzhen archibald Technology Co., ltd",https://mjbizcon2025.smallworldlabs.com/co/shenzhen-archibald-technology-co-ltd,,0
eBottles,https://mjbizcon2025.smallworldlabs.com/co/ebottles,https://ebottles.com,75
iKrusher,https://mjbizcon2025.smallworldlabs.com/co/ikrusher,https://ikrusher.com,75
iLiving USA,https://mjbizcon2025.smallworldlabs.com/co/iliving-usa,https://ilivingusa.com,75
lytepost,https://mjbizcon2025.smallworldlabs.com/co/lytepost,https://lytepost.com,75
